date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:01	25319/25319	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Apr%202024%2005:15:01%20GMT	https://www.96mhengonghuat.com/POST	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/www.96mhengonghuat.com/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:01	25319/25319	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Apr%202024%2005:15:02%20GMT	https://www.96mhengonghuat.com/b.resolvedLink	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/www.96mhengonghuat.com/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:02	25319/25319	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Apr%202024%2005:15:02%20GMT	https://www.96mhengonghuat.com/signals/iwl.js	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/www.96mhengonghuat.com/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:02	84484/84484	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Apr%202024%2005:15:02%20GMT	https://www.96mhengonghuat.com/	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/www.96mhengonghuat.com/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:02	25319/25319	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Apr%202024%2005:15:02%20GMT	https://www.96mhengonghuat.com/schema.org/	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/www.96mhengonghuat.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:15:03	401797/401797	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2015%20Apr%202024%2009:14:01%20GMT	https://w.ladicdn.com/v2/source/ladipagev3.min.js?v=1706238293314	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/v2/source/ladipagev3.minc03a.js	(from https://www.96mhengonghuat.com/)
13:15:03	26112/26112	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:04%20GMT	https://w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/why-feature.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/why-feature.jpg	(from https://www.96mhengonghuat.com/)
13:15:03	56898/56898	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:04%20GMT	https://w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/blog-2-921022.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/blog-2-921022.jpg	(from https://www.96mhengonghuat.com/)
13:15:04	146887/146887	---MCZ	200	added ('OK')	image/png	date:Thu,%2018%20Apr%202024%2009:26:04%20GMT	https://w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/74fc2c3a-pakge1.png	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/74fc2c3a-pakge1.png	(from https://www.96mhengonghuat.com/)
13:15:04	19008/19008	---MCZ	200	added ('OK')	image/jpeg	date:Tue,%2016%20Apr%202024%2023:06:15%20GMT	https://w.ladicdn.com/uploads/images/99f85729-b67b-4d50-b59b-54b30c5fe88e.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/uploads/images/99f85729-b67b-4d50-b59b-54b30c5fe88e.jpg	(from https://www.96mhengonghuat.com/)
13:15:04	1097/1097	---M--	404	error ('Not%20Found')	image/jpeg	date:Fri,%2019%20Apr%202024%2005:15:05%20GMT	https://img.youtube.com/vi/ImHS2QdZpY0/hqdefault.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/img.youtube.com/vi/ImHS2QdZpY0/hqdefault.11.delayed	(from https://www.96mhengonghuat.com/)
13:15:05	103298/103298	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:05%20GMT	https://w.ladicdn.com/s650x550/57b167c9ca57d39c18a1c57c/sl8-2-800x534.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x550/57b167c9ca57d39c18a1c57c/sl8-2-800x534.jpg	(from https://www.96mhengonghuat.com/)
13:15:05	78831/78831	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:06%20GMT	https://w.ladicdn.com/s600x550/57b167c9ca57d39c18a1c57c/slider-dulichphap-tangka-560x460.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s600x550/57b167c9ca57d39c18a1c57c/slider-dulichphap-tangka-560x460.jpg	(from https://www.96mhengonghuat.com/)
13:15:05	103154/103154	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:06%20GMT	https://w.ladicdn.com/s650x550/57b167c9ca57d39c18a1c57c/thanh_php_reims-du-lich-phap-e1462363022110.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x550/57b167c9ca57d39c18a1c57c/thanh_php_reims-du-lich-phap-e1462363022110.jpg	(from https://www.96mhengonghuat.com/)
13:15:06	99872/99872	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:06%20GMT	https://w.ladicdn.com/s650x550/57b167c9ca57d39c18a1c57c/pexels-photo-1024x683.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x550/57b167c9ca57d39c18a1c57c/pexels-photo-1024x683.jpg	(from https://www.96mhengonghuat.com/)
13:15:06	59797/59797	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:06%20GMT	https://w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/1600x1200-13-215703.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/1600x1200-13-215703.jpg	(from https://www.96mhengonghuat.com/)
13:15:07	54962/54962	---MCZ	200	added ('OK')	image/png	date:Thu,%2018%20Apr%202024%2009:26:07%20GMT	https://w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/3b683d58-destination4.png	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/3b683d58-destination4.png	(from https://www.96mhengonghuat.com/)
13:15:07	45219/45219	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:07%20GMT	https://w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/destination-04.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/destination-04.jpg	(from https://www.96mhengonghuat.com/)
13:15:07	72205/72205	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:07%20GMT	https://w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/dulichphap-chauau_navire_msc_fantasia-560x460.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/dulichphap-chauau_navire_msc_fantasia-560x460.jpg	(from https://www.96mhengonghuat.com/)
13:15:07	164664/164664	---MCZ	200	added ('OK')	image/png	date:Thu,%2018%20Apr%202024%2009:26:08%20GMT	https://w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/5f5f7866-pakge2.png	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s650x500/57b167c9ca57d39c18a1c57c/5f5f7866-pakge2.png	(from https://www.96mhengonghuat.com/)
13:15:08	128926/128926	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2016%20Oct%202023%2001:58:25%20GMT	https://w.ladicdn.com/uploads/images/75f59b40-4c0c-4482-aa15-387947ff3236.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/uploads/images/75f59b40-4c0c-4482-aa15-387947ff3236.jpg	(from https://www.96mhengonghuat.com/)
13:15:09	39733/39733	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:08%20GMT	https://w.ladicdn.com/s1440x679/57b167c9ca57d39c18a1c57c/1-1.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s1440x679/57b167c9ca57d39c18a1c57c/1-1.jpg	(from https://www.96mhengonghuat.com/)
13:15:09	63781/63781	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:09%20GMT	https://w.ladicdn.com/s850x850/57b167c9ca57d39c18a1c57c/travel-600x600-04.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s850x850/57b167c9ca57d39c18a1c57c/travel-600x600-04.jpg	(from https://www.96mhengonghuat.com/)
13:15:09	85240/85240	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2007:10:52%20GMT	https://w.ladicdn.com/s1440x548/57b167c9ca57d39c18a1c57c/travel_slider_2.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s1440x548/57b167c9ca57d39c18a1c57c/travel_slider_2.jpg	(from https://www.96mhengonghuat.com/)
13:15:09	245021/245021	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2012%20Apr%202024%2016:16:04%20GMT	https://w.ladicdn.com/s1440x747/57b167c9ca57d39c18a1c57c/slide-3.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s1440x747/57b167c9ca57d39c18a1c57c/slide-3.jpg	(from https://www.96mhengonghuat.com/)
13:15:09	33222/33222	---MCZ	200	added ('OK')	image/png	date:Sun,%2031%20Dec%202023%2004:41:52%20GMT	https://w.ladicdn.com/s700x1250/57b167c9ca57d39c18a1c57c/ricepaper_v3-383384.png	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s700x1250/57b167c9ca57d39c18a1c57c/ricepaper_v3-383384.png	(from https://www.96mhengonghuat.com/)
13:15:10	94211/94211	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:11%20GMT	https://w.ladicdn.com/s1440x518/57b167c9ca57d39c18a1c57c/main-home-parallax-2.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s1440x518/57b167c9ca57d39c18a1c57c/main-home-parallax-2.jpg	(from https://www.96mhengonghuat.com/)
13:15:10	85240/85240	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:14%20GMT	https://w.ladicdn.com/s1440x354/57b167c9ca57d39c18a1c57c/travel_slider_2.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s1440x354/57b167c9ca57d39c18a1c57c/travel_slider_2.jpg	(from https://www.96mhengonghuat.com/)
13:15:10	128953/128953	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:16%20GMT	https://w.ladicdn.com/s768x450/57b167c9ca57d39c18a1c57c/slide-3.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s768x450/57b167c9ca57d39c18a1c57c/slide-3.jpg	(from https://www.96mhengonghuat.com/)
13:15:10	121560/121560	---MCZ	200	added ('OK')	image/png	date:Thu,%2018%20Apr%202024%2007:10:52%20GMT	https://w.ladicdn.com/s700x1400/57b167c9ca57d39c18a1c57c/ok-416185.png	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s700x1400/57b167c9ca57d39c18a1c57c/ok-416185.png	(from https://www.96mhengonghuat.com/)
13:15:11	39733/39733	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:16%20GMT	https://w.ladicdn.com/s768x778/57b167c9ca57d39c18a1c57c/1-1.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s768x778/57b167c9ca57d39c18a1c57c/1-1.jpg	(from https://www.96mhengonghuat.com/)
13:15:11	63781/63781	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:17%20GMT	https://w.ladicdn.com/s700x550/57b167c9ca57d39c18a1c57c/travel-600x600-04.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s700x550/57b167c9ca57d39c18a1c57c/travel-600x600-04.jpg	(from https://www.96mhengonghuat.com/)
13:15:11	130176/130176	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:17%20GMT	https://w.ladicdn.com/s768x821/57b167c9ca57d39c18a1c57c/travel_slider_2.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s768x821/57b167c9ca57d39c18a1c57c/travel_slider_2.jpg	(from https://www.96mhengonghuat.com/)
13:15:11	33222/33222	---MCZ	200	added ('OK')	image/png	date:Fri,%2012%20Apr%202024%2001:46:58%20GMT	https://w.ladicdn.com/s700x1850/57b167c9ca57d39c18a1c57c/ricepaper_v3-383384.png	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s700x1850/57b167c9ca57d39c18a1c57c/ricepaper_v3-383384.png	(from https://www.96mhengonghuat.com/)
13:15:11	58405/58405	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2015%20Apr%202024%2001:56:51%20GMT	https://w.ladicdn.com/s768x622/57b167c9ca57d39c18a1c57c/main-home-parallax-2.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s768x622/57b167c9ca57d39c18a1c57c/main-home-parallax-2.jpg	(from https://www.96mhengonghuat.com/)
13:15:12	32557/32557	---MCZ	200	added ('OK')	image/jpeg	date:Thu,%2018%20Apr%202024%2009:26:20%20GMT	https://w.ladicdn.com/s768x166/57b167c9ca57d39c18a1c57c/travel_slider_2.jpg	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s768x166/57b167c9ca57d39c18a1c57c/travel_slider_2.jpg	(from https://www.96mhengonghuat.com/)
13:15:12	121560/121560	---MCZ	200	added ('OK')	image/png	date:Thu,%2018%20Apr%202024%2009:26:20%20GMT	https://w.ladicdn.com/s700x2050/57b167c9ca57d39c18a1c57c/ok-416185.png	C:/Users/User/Pictures/KEPIN%20FOLDER/MR88-DJ-SODA/w.ladicdn.com/s700x2050/57b167c9ca57d39c18a1c57c/ok-416185.png	(from https://www.96mhengonghuat.com/)
